what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350066362
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350066827
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.SimplePush",1368350071516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350071797
error,log,,,"An exception occurred during push on URI https://rlolage%40gmail.com@git2.projectlocker.com/SpotMob/SpotMob.git: An internal Exception occurred during push: https://rlolage%40gmail.com@git2.projectlocker.com/SpotMob/SpotMob.git: cannot open git-receive-pack",1368350071888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350071981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350072092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350078955
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.SimplePush",1368350082709
error,log,,,"An exception occurred during push on URI https://rlolage%40gmail.com@git2.projectlocker.com/SpotMob/SpotMob.git: An internal Exception occurred during push: https://rlolage%40gmail.com@git2.projectlocker.com/SpotMob/SpotMob.git: cannot open git-receive-pack",1368350082851
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350082901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350083790
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350083914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1368350108144
started,bundle,org.eclipse.equinox.security.ui,1.1.0.v20101004,"org.eclipse.equinox.security.ui",1368350130368
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350132313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350132667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1368350183215
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1368350183963
error,log,,,"An exception occurred during push on URI ssh://rlolgae%40gmail.com@pl2.projectlocker.com/SpotMob.git: An internal Exception occurred during push: ssh://rlolgae%40gmail.com@pl2.projectlocker.com/SpotMob.git: Auth cancel",1368350188571
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350188695
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350188810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350189595
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.SimplePush",1368350193110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350193395
error,log,,,"An exception occurred during push on URI ssh://rlolgae%40gmail.com@pl2.projectlocker.com/SpotMob.git: An internal Exception occurred during push: ssh://rlolgae%40gmail.com@pl2.projectlocker.com/SpotMob.git: Auth cancel",1368350195065
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350195188
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350195324
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350196108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350196249
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1368350206500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350216492
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350216872
error,log,,,"An exception occurred during push on URI git-SpotMob@pl2.projectlocker.com:SpotMob.git: An internal Exception occurred during push: git-SpotMob@pl2.projectlocker.com:SpotMob.git: session is down",1368350223808
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350223887
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350223999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350226165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350226283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1368350237451
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1368350239891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1368350241749
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350258327
error,log,,,"An exception occurred during push on URI https://rlolage%40gmail.com@git2.projectlocker.com/SpotMob/SpotMob.git: An internal Exception occurred during push: https://rlolage%40gmail.com@git2.projectlocker.com/SpotMob/SpotMob.git: cannot open git-receive-pack",1368350258442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350258494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350262895
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350263011
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350289423
error,log,,,"An exception occurred during push on URI https://rlolage%40gmail.com@git2.projectlocker.com/SpotMob/SpotMob.git: An internal Exception occurred during push: https://rlolage%40gmail.com@git2.projectlocker.com/SpotMob/SpotMob.git: cannot open git-receive-pack",1368350289536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350289584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350293175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350293307
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1368350344737
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1368350345564
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1368350352768
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1368350353172
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1368350365688
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1368350367104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350388857
error,log,,,"An exception occurred during push on URI https://git2.projectlocker.com/SpotMob/SpotMob.git: An internal Exception occurred during push: https://git2.projectlocker.com/SpotMob/SpotMob.git: cannot open git-receive-pack",1368350388977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350389030
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350390797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350390918
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1368350403346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350411323
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350411684
error,log,,,"An exception occurred during push on URI ssh://git-SpotMob@pl2.projectlocker.com/SpotMob.git: An internal Exception occurred during push: ssh://git-SpotMob@pl2.projectlocker.com/SpotMob.git: Auth cancel",1368350438736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350438857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350438977
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350440418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350440536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350457462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350457836
error,log,,,"An exception occurred during push on URI ssh://rlolage%40gmail.com@pl2.projectlocker.com/SpotMob.git: An internal Exception occurred during push: ssh://rlolage%40gmail.com@pl2.projectlocker.com/SpotMob.git: Auth cancel",1368350564910
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350565024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350565152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350566426
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350566548
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350587742
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1368350599477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368350601441
