what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368495090278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368495091452
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368495329157
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1368495332283
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368495336788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368495338097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368550100684
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368550108087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368550122287
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368550122487
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1368550123208
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1368550123208
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1368550123209
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1368550123209
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1368550123209
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1368550123210
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1368550123210
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1368550123210
