what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371365963395
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1371365963512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366018424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366174752
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366176871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366178086
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1371366178199
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366179591
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366180756
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1371366180876
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366227134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366369933
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1371366370463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366371362
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366374611
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371366374775
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1371366374775
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1371366384152
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371366423891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371366460663
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1371366685469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371366695498
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1371366696122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371366698716
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1371366825402
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366828866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366832765
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Commit",1371366832829
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366833220
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366833292
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.SimplePush",1371366837176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366837490
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366843100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366843482
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371366844203
