what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595188769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595191214
opened,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1368595191434
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1368595191476
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1368595191476
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1368595199465
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595203733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595209095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595235235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595510544
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595511923
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595513747
opened,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1368595514005
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1368595514047
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1368595514047
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368595517062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595518338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1368595518378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595520118
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1368595521428
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1368595530123
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1368595532721
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595534329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1368595534358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595536041
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595540895
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595542567
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1368595546153
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1368595547112
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595679042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368595721994
